document_id,canonical_title,short_title,document_type,jurisdiction,province,authority,subject_categories,official_source_url,local_file_path,language,enactment_date,effective_date,amendment_date,repeal_date,legal_status,version_label,retrieved_at,last_verified_at,content_sha256,mime_type,source_format,is_official_pdf,local_pdf_valid,page_count,ocr_required,verification_status,verification_notes
federal_statutory_rules_regulation_11,Federal Subordinate Legislation and Administrative Regulation SRO No. 11,Federal Regulation 11,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_11,data/raw/federal_statutory_rules_regulation_11.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,6bae61d21075bc8906bdf7af62c57dcb81941e77f38285aff803dcde37450b53,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_12,Federal Subordinate Legislation and Administrative Regulation SRO No. 12,Federal Regulation 12,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_12,data/raw/federal_statutory_rules_regulation_12.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,f9457bb6168f4719937bd4d888648b0d286b3ec33232dcfcc9854ec43c2cbe12,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_13,Federal Subordinate Legislation and Administrative Regulation SRO No. 13,Federal Regulation 13,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_13,data/raw/federal_statutory_rules_regulation_13.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,8f9ae9e1bebf050d444634f890a38caf8c4e41e1e17c1b626affb0db21e6ee3e,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_14,Federal Subordinate Legislation and Administrative Regulation SRO No. 14,Federal Regulation 14,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_14,data/raw/federal_statutory_rules_regulation_14.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7d6bd75617b2468a761612b1962d95d5771950ee38244e1762da974cba0bd8ed,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_15,Federal Subordinate Legislation and Administrative Regulation SRO No. 15,Federal Regulation 15,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_15,data/raw/federal_statutory_rules_regulation_15.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a73ae257eb95ad67923799230073d936b3e71e2aa90d0a966698f5eb33ece9e5,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_16,Federal Subordinate Legislation and Administrative Regulation SRO No. 16,Federal Regulation 16,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_16,data/raw/federal_statutory_rules_regulation_16.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,da2d342a225a968962be7ed22be8a88b14ac10b97361eff8ee090059a415f5e2,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_17,Federal Subordinate Legislation and Administrative Regulation SRO No. 17,Federal Regulation 17,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_17,data/raw/federal_statutory_rules_regulation_17.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,e2c3c9574a069de8384ce41b1d6328ebf508e7f5ef9e9cab335add5d5178d7b5,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_18,Federal Subordinate Legislation and Administrative Regulation SRO No. 18,Federal Regulation 18,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_18,data/raw/federal_statutory_rules_regulation_18.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,0a487644ea46ece31a8d1e1a783aba9501700c84a74fbcbf35bfd6cded089e14,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_19,Federal Subordinate Legislation and Administrative Regulation SRO No. 19,Federal Regulation 19,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_19,data/raw/federal_statutory_rules_regulation_19.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,0803ca4bd3b8eb12251016a22dcb92abe863fd0b7353c36dbfa64b7bbf872761,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_20,Federal Subordinate Legislation and Administrative Regulation SRO No. 20,Federal Regulation 20,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_20,data/raw/federal_statutory_rules_regulation_20.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,09faf2917d205d413632b17df20ea814a586525035f16395902ad3f9fb1d9927,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_21,Federal Subordinate Legislation and Administrative Regulation SRO No. 21,Federal Regulation 21,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_21,data/raw/federal_statutory_rules_regulation_21.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,2874c5f9b21854a3de9e616f4c58e5269f25e3cb9b0e43a5090efb9e03979380,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_22,Federal Subordinate Legislation and Administrative Regulation SRO No. 22,Federal Regulation 22,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_22,data/raw/federal_statutory_rules_regulation_22.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,f7c356222cee24196611706969f60bef9f60498f7ec1e54e48590cb297b01c3b,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_23,Federal Subordinate Legislation and Administrative Regulation SRO No. 23,Federal Regulation 23,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_23,data/raw/federal_statutory_rules_regulation_23.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,3d63709a1bcc84d5bd345d330779ab1bafaa9558d87ec5e8277a68bde5bb3ea4,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_24,Federal Subordinate Legislation and Administrative Regulation SRO No. 24,Federal Regulation 24,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_24,data/raw/federal_statutory_rules_regulation_24.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,d8699d1a22770505ce98290b92c22776d3339c65b707e56437d1fe37f1f86feb,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_25,Federal Subordinate Legislation and Administrative Regulation SRO No. 25,Federal Regulation 25,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_25,data/raw/federal_statutory_rules_regulation_25.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,2aabe3766f992dc7c170977c32ad1fd354b864289418806c08a8d6d9af9cec58,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_26,Federal Subordinate Legislation and Administrative Regulation SRO No. 26,Federal Regulation 26,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_26,data/raw/federal_statutory_rules_regulation_26.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,8979048d7ed294dcec9af66e44a3871c0487a2345b2551caa301a1f037dfe58c,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_27,Federal Subordinate Legislation and Administrative Regulation SRO No. 27,Federal Regulation 27,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_27,data/raw/federal_statutory_rules_regulation_27.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,669d764ed34319d62a55a8c0e06e844cffa5686f1b761833e31977ee3f86eded,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_28,Federal Subordinate Legislation and Administrative Regulation SRO No. 28,Federal Regulation 28,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_28,data/raw/federal_statutory_rules_regulation_28.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,ad068e10d8682a257111ceae0da59909008a4a21f3c95f92a5dc6b19093f0e46,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_29,Federal Subordinate Legislation and Administrative Regulation SRO No. 29,Federal Regulation 29,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_29,data/raw/federal_statutory_rules_regulation_29.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9fb37e3af0e0ce0b1f20217b3d8e36976c65a42b0d265fcbd76a6628a95ca601,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_30,Federal Subordinate Legislation and Administrative Regulation SRO No. 30,Federal Regulation 30,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_30,data/raw/federal_statutory_rules_regulation_30.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,8e1600377a42be4244806ab4fc1814d8bbd888d37190ba2c7c3dc5a7ed766d5c,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_31,Federal Subordinate Legislation and Administrative Regulation SRO No. 31,Federal Regulation 31,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_31,data/raw/federal_statutory_rules_regulation_31.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,fac791dcf140f8a617d6840aa9196a6a6c6a444c68afb8b080561b710856ae76,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_32,Federal Subordinate Legislation and Administrative Regulation SRO No. 32,Federal Regulation 32,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_32,data/raw/federal_statutory_rules_regulation_32.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9d48b0022bc515cc20e7732d62ed4b76e6c12649af046400e7eb75e24c0660a8,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_33,Federal Subordinate Legislation and Administrative Regulation SRO No. 33,Federal Regulation 33,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_33,data/raw/federal_statutory_rules_regulation_33.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,50085fe458c124a9e844f48f5018436e0ed0f827347c352c73b5f11bfbd893f6,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_34,Federal Subordinate Legislation and Administrative Regulation SRO No. 34,Federal Regulation 34,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_34,data/raw/federal_statutory_rules_regulation_34.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,931586372562fa215cabfe798305c4c3814618c332aa6fbefa0c749c65d7c4a6,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_35,Federal Subordinate Legislation and Administrative Regulation SRO No. 35,Federal Regulation 35,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_35,data/raw/federal_statutory_rules_regulation_35.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,24fc440b4f826deb3fe42ba24e1252efb9291bc504f106f8b74527d1d0bf7db5,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_36,Federal Subordinate Legislation and Administrative Regulation SRO No. 36,Federal Regulation 36,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_36,data/raw/federal_statutory_rules_regulation_36.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,b385cda8e8430d642b85ffa9bf9d06e087e14acf008569f93c2764231ef33c01,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_37,Federal Subordinate Legislation and Administrative Regulation SRO No. 37,Federal Regulation 37,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_37,data/raw/federal_statutory_rules_regulation_37.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,dd60e4c41a0601e8ce16e7d1fa23147aaa12a9e1cbd803a0755f9cf990c7ccf1,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_38,Federal Subordinate Legislation and Administrative Regulation SRO No. 38,Federal Regulation 38,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_38,data/raw/federal_statutory_rules_regulation_38.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,bd15b732d38fb2ac583105a9e9994eec61b6cd2b3359819dd3b5bd73cf421591,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_39,Federal Subordinate Legislation and Administrative Regulation SRO No. 39,Federal Regulation 39,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_39,data/raw/federal_statutory_rules_regulation_39.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9db4d22cc5913d025cc116af30c4ee5fa0343f63d57f6616f2a77f256cf15e27,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_40,Federal Subordinate Legislation and Administrative Regulation SRO No. 40,Federal Regulation 40,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_40,data/raw/federal_statutory_rules_regulation_40.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,553ae2cf7c35d8081416977d7f634fc76a190b6b935fd810f0254cd22bfaf9de,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_41,Federal Subordinate Legislation and Administrative Regulation SRO No. 41,Federal Regulation 41,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_41,data/raw/federal_statutory_rules_regulation_41.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,1e6ed03e8a6becc26f71428553efcb3dfd72d7ee9855b34bcf0c584ffd029e32,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_42,Federal Subordinate Legislation and Administrative Regulation SRO No. 42,Federal Regulation 42,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_42,data/raw/federal_statutory_rules_regulation_42.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,2b9eb4dadae5b54eacd730e5dc77f372e7948a8f439ec1fd2c92477a74c2e95f,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_43,Federal Subordinate Legislation and Administrative Regulation SRO No. 43,Federal Regulation 43,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_43,data/raw/federal_statutory_rules_regulation_43.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7a581dda0bc0b14494da33137672e4b291c55c990f30f0b74ad319ea62d786fa,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_44,Federal Subordinate Legislation and Administrative Regulation SRO No. 44,Federal Regulation 44,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_44,data/raw/federal_statutory_rules_regulation_44.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,26be74db25ac7c86e22d59476481711fda06322950a3f9b54189d2096d3a5a09,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_45,Federal Subordinate Legislation and Administrative Regulation SRO No. 45,Federal Regulation 45,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_45,data/raw/federal_statutory_rules_regulation_45.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,f2348ddb28b74ea296fd2d54d91dc3c39cfef43ea1a10d3048580650d0d77e0e,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_46,Federal Subordinate Legislation and Administrative Regulation SRO No. 46,Federal Regulation 46,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_46,data/raw/federal_statutory_rules_regulation_46.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a6097fdb82437ac8f5ebafc33d6a6cf568d96a13510f9f5a70092676da2e4595,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_47,Federal Subordinate Legislation and Administrative Regulation SRO No. 47,Federal Regulation 47,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_47,data/raw/federal_statutory_rules_regulation_47.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7196490354109069478a6c2e4fb13593a4858d974bdc7dc8af8779f8157bfb3f,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_48,Federal Subordinate Legislation and Administrative Regulation SRO No. 48,Federal Regulation 48,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_48,data/raw/federal_statutory_rules_regulation_48.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,1788489bd288baab12a96b009e34dba6ae39a2789beb1a1a3cbc11baaaa3ed3e,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_49,Federal Subordinate Legislation and Administrative Regulation SRO No. 49,Federal Regulation 49,rules,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_49,data/raw/federal_statutory_rules_regulation_49.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,72b7df80a3cdd4e4d4bd775b41db0f57edebe83115013f0d0f47054fec650d72,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_statutory_rules_regulation_50,Federal Subordinate Legislation and Administrative Regulation SRO No. 50,Federal Regulation 50,regulations,federal,,Federal Ministry / Regulatory Board,administrative;rules;procedure,https://pakistancode.gov.pk/english/rules/federal_statutory_rules_regulation_50,data/raw/federal_statutory_rules_regulation_50.pdf,en,2019-03-20,2019-03-20,,,in_force,sro-gazette,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,2448e4adac2c54e3f7716b45bb085a6ea7f23eb10df68fa3ab9405537bf43de9,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
punjab_land_revenue_act_1967,"Punjab Land Revenue Act, 1967 (W.P. Act XVII of 1967)",Punjab Land Revenue Act,act,provincial,punjab,Provincial Assembly of the Punjab,property;land_revenue;patwari;tehsildar;mutation,https://punjablaws.gov.pk/laws/punjab_land_revenue_act_1967.html,data/raw/punjab_land_revenue_act_1967.pdf,en,1967-12-07,1967-12-07,,,in_force,punjab-code-verified,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9c1fc80dcf58702f581cf04ba7e3c951cd1fc1ccecf290e08461754b2cf1c8b5,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
punjab_tenancy_act_1887,"Punjab Tenancy Act, 1887 (Act XVI of 1887)",Punjab Tenancy Act,act,provincial,punjab,Provincial Assembly of the Punjab,property;tenancy;landlord_tenant;ejectment;rent,https://punjablaws.gov.pk/laws/punjab_tenancy_act_1887.html,data/raw/punjab_tenancy_act_1887.pdf,en,1887-12-23,1887-12-23,,,in_force,punjab-code-verified,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,98f4a00f1c081750125905177ea7f121a499d890c82ba469cf430c41eabac644,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
punjab_consumer_protection_act_2005,"Punjab Consumer Protection Act, 2005 (Act II of 2005)",Punjab Consumer Act,act,provincial,punjab,Provincial Assembly of the Punjab,consumer;defective_products;consumer_court;punjab,https://punjablaws.gov.pk/laws/punjab_consumer_protection_act_2005.html,data/raw/punjab_consumer_protection_act_2005.pdf,en,2005-01-25,2005-01-25,,,in_force,punjab-code-verified,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a16836103ff824a090060301593c05b0f518f390cbc58f11d5b31fda219a74ec,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
punjab_local_government_act_2022,"Punjab Local Government Act, 2022 (Act XXXIII of 2022)",Punjab Local Government,act,provincial,punjab,Provincial Assembly of the Punjab,local_government;municipal;union_councils;punjab,https://punjablaws.gov.pk/laws/punjab_local_government_act_2022.html,data/raw/punjab_local_government_act_2022.pdf,en,2022-11-10,2022-11-10,,,in_force,punjab-code-verified,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,33a8adc01bcbc08dff49f49288c5512cbc7d77cef9ceef0ea038ee53e7f6f2c2,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
